iter	RMSE
180	0.03002273823
181	0.02992645188
182	0.02984229846
183	0.02977718106
184	0.029719436
185	0.02959677149
186	0.029515615
187	0.02941115439
188	0.02928455744
189	0.02919589186
190	0.02911963437
191	0.02903271322
192	0.02897679305
193	0.02891613656
194	0.02884530946
195	0.02868688347
196	0.02853740345
197	0.02845210633
198	0.02841221089
199	0.02828443847
200	0.02818915231
201	0.02803617367
202	0.02793213151
203	0.02778429573
204	0.02765554013
205	0.02755899569
206	0.02749716521
207	0.02748250391
208	0.02739672345
209	0.02728725492
210	0.02721974658
211	0.02715613347
212	0.02705219056
213	0.02698220964
214	0.0269347043
215	0.0268554239
216	0.02680313883
217	0.02674147267
218	0.02668441665
219	0.02654750968
220	0.02640548567
221	0.02634954094
222	0.02623456941
223	0.02612774713
224	0.02600457428
225	0.02597134781
226	0.02588238299
227	0.02584002585
228	0.02574708907
229	0.02562971754
230	0.02556779015
231	0.025415283
232	0.02534314053
233	0.02526132001
234	0.02520964649
235	0.0251240066
236	0.02493732331
237	0.02484921133
238	0.02475113857
239	0.02470847593
240	0.02469018077
241	0.02465177318
242	0.02456441073
243	0.0244680641
244	0.02442472348
245	0.02438666199
246	0.02431627673
247	0.02427079037
248	0.02423128931
249	0.02418052098
250	0.0241545189
251	0.02406930331
252	0.02394623748
253	0.02392944482
254	0.02386517534
255	0.02382064331
256	0.02379156038
257	0.02376397698
258	0.02373194415
259	0.02367737548
260	0.02359928195
261	0.02348659694
262	0.02344276904
263	0.02342734513
264	0.02339829172
265	0.02334870077
266	0.02327406976
267	0.0232250002
268	0.02313168462
269	0.02308576228
270	0.02307498214
271	0.02302100616
272	0.02294448677
273	0.02280554861
274	0.02277480432
275	0.02275388678
276	0.02269623631
277	0.02267462074
278	0.02261456644
279	0.0225132194
280	0.02245178042
281	0.02238351797
282	0.02233233204
283	0.02229634877
284	0.02225152519
285	0.02222213889
286	0.02218324591
287	0.02208757313
288	0.02204921491
289	0.02195924172
290	0.02189763989
291	0.02185463363
292	0.02182346693
293	0.02180075965
294	0.02177768078
295	0.0216944394
296	0.02166626136
297	0.02161040181
298	0.02157431928
299	0.02153875901
300	0.02144788358
301	0.02141256303
302	0.02138063634
303	0.02131402397
304	0.02126433013
305	0.02119681342
306	0.02116370629
307	0.02110077837
308	0.02102741427
309	0.02099365978
310	0.0209606648
311	0.0208651051
312	0.02084265602
313	0.02081430339
314	0.02077522603
315	0.02071686157
316	0.02064225056
317	0.02061219862
318	0.02056572669
319	0.02054339391
320	0.02052865727
321	0.02048364026
322	0.02041104371
323	0.02036928429
324	0.02032256884
325	0.0203082777
326	0.02020824052
327	0.02016025558
328	0.02013588065
329	0.02011959637
330	0.02011034751
331	0.02010057315
332	0.0200115074
333	0.0199911649
334	0.01991437548
335	0.01988397579
336	0.01983846637
337	0.01982554686
338	0.01977874101
339	0.01976077966
340	0.01971870347
341	0.01968620053
342	0.01966281339
343	0.01963306018
344	0.01960028234
345	0.0195227605
346	0.01946071071
347	0.01944307264
348	0.01939280619
349	0.01933880501
350	0.01929505477
351	0.01923730562
352	0.0191979059
353	0.0191719542
354	0.01916194182
355	0.01912512006
356	0.01907256516
357	0.01902887623
358	0.01901488906
359	0.01899937406
360	0.01894605947
361	0.01890764862
362	0.01888015067
363	0.01883062278
364	0.01878016982
365	0.01875320448
366	0.01869843699
367	0.018676928
368	0.01865760581
369	0.01860570158
370	0.01858387185
371	0.01855525067
372	0.01853653902
373	0.01851616175
374	0.0184679663
375	0.01843848435
376	0.01837501245
377	0.01830703128
378	0.01827752716
379	0.01821839508
380	0.01819864254
381	0.0181715772
382	0.01812165897
383	0.01811334571
384	0.0180993726
385	0.01805567219
386	0.01803056987
387	0.01800668427
388	0.01796755556
389	0.01792386231
390	0.01788670439
391	0.01785372352
392	0.01784292762
393	0.01782023759
394	0.01778142639
395	0.01775875653
396	0.01772689959
397	0.01768489278
398	0.01763824015
399	0.01761951546
400	0.01754800558
401	0.01752503693
402	0.01750520632
403	0.01748672477
404	0.01745193573
405	0.01739477807
406	0.01736681822
407	0.01734364336
408	0.01728483083
409	0.017227934
410	0.01721684745
411	0.0171984303
412	0.01716836435
413	0.01712272349
414	0.01709461078
415	0.01705591237
416	0.01704801617
417	0.0169853712
418	0.01697068259
419	0.01695272228
420	0.01692408888
421	0.01691086316
422	0.01688712215
423	0.01687888549
424	0.01685002365
425	0.01681007991
426	0.01680085251
427	0.01674697367
428	0.01671132714
429	0.01668789749
430	0.01666949311
431	0.01664857883
432	0.01661896894
433	0.01660174813
434	0.01658797664
435	0.01654905053
436	0.01650318433
437	0.01647983357
438	0.01647392123
439	0.01646006277
440	0.01642065739
441	0.01640436284
442	0.01638933443
443	0.01637057784
444	0.01635808391
445	0.0163399752
446	0.0163030713
447	0.01628944764
448	0.01626644218
449	0.01625272154
450	0.01623717516
451	0.0162209816
452	0.01620685352
453	0.01617616117
454	0.01615820523
455	0.01614411636
456	0.01610938477
457	0.01608300628
458	0.01607192922
459	0.0160358666
460	0.01602692107
461	0.01601216201
462	0.01599466086
463	0.01596024877
464	0.0159460056
465	0.01591890473
466	0.01591182365
467	0.0158994165
468	0.01588490931
469	0.01586336528
470	0.01584761603
471	0.0158388888
472	0.01582203057
473	0.01580583171
474	0.01577713191
475	0.01575318436
476	0.01572422154
477	0.0157130871
478	0.01568319325
479	0.01565935903
480	0.01564362741
481	0.01563059642
482	0.01561201501
483	0.01558002824
484	0.01556801417
485	0.01554662176
486	0.01552606158
487	0.01551594857
488	0.01549713212
489	0.01548643203
490	0.01545432043
491	0.01542751264
492	0.01541658722
493	0.01540586255
494	0.01537549175
495	0.01535703256
496	0.01532503588
497	0.01531022138
498	0.0152897164
499	0.01525119308
500	0.01524388336
501	0.01522499892
502	0.01521042271
503	0.01517327216
504	0.01515344784
505	0.01514198046
506	0.0151231472
507	0.01510794748
508	0.01509388027
509	0.01508570417
510	0.01508069948
511	0.01506970091
512	0.01505440797
513	0.01504951518
514	0.01502211075
515	0.01500406069
516	0.01498310798
517	0.01497258214
518	0.01495479478
519	0.01493838108
520	0.01492099581
521	0.01490784633
522	0.01489529727
523	0.0148719777
524	0.01485031113
525	0.01482662781
526	0.01481790827
527	0.01480430314
528	0.0147657857
529	0.01474816795
530	0.0147344167
531	0.0147131084
532	0.01466759431
533	0.01465440427
534	0.01463839619
535	0.01460916503
536	0.01456939643
537	0.0145601861
538	0.01454490165
539	0.01453875785
540	0.01452574467
541	0.01450969004
542	0.01449894308
543	0.01447677304
544	0.01445286406
545	0.01443653118
546	0.01441709003
547	0.01439799026
548	0.01439303641
549	0.01438306166
550	0.01437903182
551	0.01435542843
552	0.0143283807
553	0.01432308775
554	0.01430602599
555	0.01429019503
556	0.01427390993
557	0.01424707826
558	0.0142354041
559	0.01422127468
560	0.01420779679
561	0.01419248409
562	0.01417765273
563	0.01416029331
564	0.01415570557
565	0.01412770095
566	0.01411697095
567	0.01410542304
568	0.01409283176
569	0.01408190385
570	0.01406740091
571	0.01405679242
572	0.01403590504
573	0.01402545247
574	0.01400049364
575	0.01399170292
576	0.01396214447
577	0.01394551941
578	0.01393142895
579	0.013927346
580	0.01391194131
581	0.01389274669
582	0.01386449076
583	0.01384696322
584	0.01383054132
585	0.0138274225
586	0.01380974893
587	0.01379988354
588	0.01378876759
589	0.01378113471
590	0.01376559814
591	0.01374566672
592	0.01374089028
593	0.01373227143
594	0.01372267575
595	0.01370583742
596	0.01370124551
597	0.01368660795
598	0.01367663534
599	0.0136514133
600	0.01363070306
601	0.01360564264
602	0.01359503951
603	0.01358363706
604	0.01356907042
605	0.01355855372
606	0.01354652681
607	0.01352871904
608	0.01351814981
609	0.01351214888
610	0.01350124025
611	0.01347281957
612	0.01346433291
613	0.01344757372
614	0.01344232455
615	0.01343119227
616	0.01341940016
617	0.01340703248
618	0.01340091198
619	0.01338815579
620	0.01337405279
621	0.01336278976
622	0.01334577524
623	0.0133235206
624	0.01331493727
625	0.01330203863
626	0.01329054937
627	0.01327679543
628	0.01326101025
629	0.0132418663
630	0.01323680187
631	0.01322712721
632	0.01321829996
633	0.01320614045
634	0.01319629969
635	0.01317326142
636	0.01316505884
637	0.01314792516
638	0.01314137093
639	0.01311440379
640	0.01310466492
641	0.01309944673
642	0.01308579345
643	0.01306646987
644	0.01305363409
645	0.01303604554
646	0.01301759692
647	0.01300486405
648	0.01298723549
649	0.01297796395
650	0.01295658153
651	0.01294696547
652	0.01291845884
653	0.01291012448
654	0.0128976787
655	0.01289062288
656	0.0128795864
657	0.01286716963
658	0.01285967254
659	0.0128486497
660	0.01283679537
661	0.01282425302
662	0.01281489056
663	0.01280037212
664	0.01278961096
665	0.01277727812
666	0.01276865155
667	0.01276243012
668	0.01275016739
669	0.01274293658
670	0.01273464367
671	0.01272785375
672	0.01271783518
673	0.01271387479
674	0.01269418661
675	0.0126837172
676	0.01267312171
677	0.01266576468
678	0.01265377715
679	0.01264271363
680	0.01263742747
681	0.01262390387
682	0.01261351996
683	0.01259806522
684	0.01257252638
685	0.01256413695
686	0.01255258218
687	0.01253720452
688	0.01252758412
689	0.01251378097
690	0.01248805917
691	0.01246180138
692	0.01245511648
693	0.01244517908
694	0.0124356104
695	0.01240885312
696	0.01239906469
697	0.01238511067
698	0.01237380945
699	0.01236749754
700	0.01235711387
701	0.01235142439
702	0.01234352076
703	0.01233086396
704	0.01232032703
705	0.01231281068
706	0.01230115151
707	0.01228690314
708	0.01227401453
709	0.01226117288
710	0.01224755738
711	0.01224064915
712	0.01223433038
713	0.01222903959
714	0.01222397155
715	0.01220901244
716	0.01217721658
717	0.01217026637
718	0.01216281803
719	0.0121585301
720	0.01215039147
721	0.01213385599
722	0.01211929507
723	0.01210984468
724	0.01210120957
725	0.01209342659
726	0.01207809944
727	0.01206614892
728	0.01206185376
729	0.01205079851
730	0.01204289575
731	0.01203171439
732	0.01201090847
733	0.01200352465
734	0.01199809362
735	0.01198835448
736	0.01198165189
737	0.01197620559
738	0.0119685113
739	0.01195789305
740	0.01195191685
741	0.0119445437
742	0.01193516682
743	0.01192491015
744	0.01191991417
745	0.01190877059
746	0.01190106689
747	0.01189159757
748	0.01187941541
749	0.01187086032
750	0.01186540158
751	0.01185172469
752	0.01184194564
753	0.01183594168
754	0.01182659455
755	0.01182186027
756	0.0118025224
757	0.01179731404
758	0.01178087765
759	0.01177418485
760	0.01176553806
761	0.01174803313
762	0.01173510031
763	0.01172267435
764	0.01171420892
765	0.01170969598
766	0.01169352751
767	0.01168236502
768	0.01167323909
769	0.01166663401
770	0.01165840594
771	0.01165457097
772	0.01164074722
773	0.01163046464
774	0.01162327631
775	0.01161027685
776	0.01158366461
777	0.01157590361
778	0.0115631697
779	0.01155577761
780	0.01155054526
781	0.01154481299
782	0.01153364138
783	0.01152633405
784	0.01152073487
785	0.01151307968
786	0.01150701884
787	0.01149551319
788	0.01148454957
789	0.01147668284
790	0.01146808692
791	0.01146423643
792	0.01145164749
793	0.01144115886
794	0.01143249007
795	0.01142429868
796	0.01140456337
797	0.01139438803
798	0.01138681375
799	0.01136972808
800	0.0113596011
801	0.01134880125
802	0.01134150083
803	0.011334538
804	0.01132676962
805	0.01131174351
806	0.01129717251
807	0.01129085044
808	0.01126765751
809	0.01125922617
810	0.0112455098
811	0.01124009336
812	0.01123193624
813	0.01122502877
814	0.01120958967
815	0.01119744776
816	0.011187932
817	0.01118597757
818	0.01117855455
819	0.01116668853
820	0.01115856208
821	0.01115352542
822	0.01114753516
823	0.01113940013
824	0.01113244145
825	0.01112783477
826	0.01112113863
827	0.01111512804
828	0.01110413738
829	0.01109638679
830	0.01109023346
831	0.01107891644
832	0.01107276264
833	0.01106355255
834	0.01104760986
835	0.01103526825
836	0.01102536424
837	0.01101146714
838	0.01100652507
839	0.01099728125
840	0.01098553675
841	0.01097001951
842	0.01096694489
843	0.01095819203
844	0.01094650582
845	0.01093871735
846	0.01091972728
847	0.01091268373
848	0.01090574143
849	0.01089528363
850	0.01089033568
851	0.01088528025
852	0.01087471386
853	0.01087014814
854	0.01086512986
855	0.0108605582
856	0.01084921468
857	0.0108418818
858	0.01082873949
859	0.01082381132
860	0.01081299185
861	0.01080338667
862	0.01079756707
863	0.01079087773
864	0.01078106962
865	0.01077652677
866	0.01076908386
867	0.01075841608
868	0.01074492481
869	0.0107326733
870	0.01072456563
871	0.01071632851
872	0.01070643245
873	0.01069906821
874	0.01069265962
875	0.01068708123
876	0.01067547558
877	0.01066130562
878	0.01065227694
879	0.01064664757
880	0.01063848522
881	0.01063124783
882	0.01062036223
883	0.01061219791
884	0.01060167913
885	0.01059493524
886	0.01058698045
887	0.01058283272
888	0.01057728033
889	0.01057246306
890	0.01055614668
891	0.01054430457
892	0.0105374715
893	0.01053313628
894	0.01052339067
895	0.0105148928
896	0.01050933134
897	0.01050461318
898	0.01049685768
899	0.01048576556
900	0.0104734019
901	0.01046684065
902	0.01046130946
903	0.01045245495
904	0.01044698615
905	0.01044309041
906	0.0104360889
907	0.01042929887
908	0.01042505528
909	0.01041835844
910	0.01041268332
911	0.01039891953
912	0.01039266993
913	0.01038166966
914	0.01036717012
915	0.01035930478
916	0.01035546609
917	0.01035073137
918	0.01034769589
919	0.01033980691
920	0.01032921009
921	0.01032461579
922	0.01031372717
923	0.01030538885
924	0.0102962291
925	0.01028993808
926	0.01028528626
927	0.01028223747
928	0.01027650848
929	0.0102676574
930	0.01025856647
931	0.01024885964
932	0.01024567782
933	0.01023828708
934	0.01023434191
935	0.01022883249
936	0.01022078615
937	0.01021408366
938	0.01020639717
939	0.01019905978
940	0.01018944571
941	0.01017402039
942	0.0101607752
943	0.01015294059
944	0.01014349012
945	0.01013599989
946	0.01013064264
947	0.01012052283
948	0.01011329853
949	0.01010696763
950	0.01009787687
951	0.01009081024
952	0.01008141896
953	0.01007172424
954	0.01006607041
955	0.01005991507
956	0.01005303743
957	0.01004786828
958	0.0100359156
959	0.01002854035
960	0.01002366934
961	0.01001717425
962	0.01000771797
963	0.009998911322
964	0.009992142569
965	0.009984447114
966	0.009977355577
967	0.009971628199
968	0.009964520668
969	0.009955231197
970	0.009950839249
971	0.00994139317
972	0.009934730423
973	0.009928833169
974	0.009917177096
975	0.009911639383
976	0.009904527568
977	0.00989033796
978	0.009883910172
979	0.009875691403
980	0.009871037849
981	0.009862432586
982	0.0098533856
983	0.009850269078
984	0.009845176916
985	0.009836007092
986	0.009823799723
987	0.009817383467
988	0.009810763464
989	0.00980552007
990	0.009803630369
991	0.009792876126
992	0.009790025348
993	0.009780721589
994	0.009776011653
995	0.009770669472
996	0.009763239446
997	0.009759643999
998	0.009753965268
999	0.009745695415
